review,sentiment
"This is definitely an excellent show. I don't have cable, so I started renting them, because my friend recommended it. I thought it would be a teen soap, you know, who's dating who, that kind of thing. But it was not. It is surprisingly deep. It is also very witty. It moves at a very fast pace, and there are more and more jokes you catch every time you watch it. It is a comedy-drama, which is rare when well done. It is about Rory and Lorelai's relationship. Instead of the classic mother-daughter relationship it is a story of the best friend relationship-- about a mother and daughter. The characters are perfectly cast and all do a superb job. It is definitely the best TV show I have very come across.",positive
"It looks like people involved with this movie are stuffing the ballot box to boost its ratings. The good news that apparently only 18 people have seen it. I suppose that makes me the 19th. I have no involvement with the flick and don't know anyone who did and I'm a long-time IMDb user (check my vote record and reviews over the past seven years), so I promise I'm giving an honest and unbiased opinion. It's coming to you from a 30-year horror fan who has also appeared in a couple of low-budget flicks himself.<br /><br />Aside from a couple of interesting video effects, ""Frankensteins Bloody Nightmare"" is incoherent, boring, and technically flawed beyond all reason. It was apparently shot on silent stock and the audio then dubbed in; most of it sounds like it was recorded with a tin can and a piece of string, anyhow. More than three quarters of the dialog is inaudible.<br /><br />I watched this from beginning to end and have no idea of what the story was, or even if there was one. It seems like the director is mostly impressing himself with long, panning shots of the corners of table and dead black spaces that do nothing but pad the film out. That would be a problem if one were actually developing a plot and making a film that had some sense of pacing. In this case, though, the rule doesn't apply. It doesn't matter how scenes are shot because they don't add up to a story.<br /><br />Watching this video is an exercise in futility at every level. Whatever people who worked on it are writing and however they're trying to influence the ratings here on IMDb, this is just bad, tedious stuff.<br /><br />That's the honest truth. If you're thinking of spending your money or time on this one, think again. It's easy to find something better because you won't find much worse.<br /><br />And that's the unbiased, unvarnished truth.",negative
"After having seen this show a few times; I am thoroughly offended as a female that there are so many stupid, women out there that fall for this bullshit. Im a little more mature than some of the ""players"" in this show, but am still appalled that the whole dating game has been boiled down to a gameshow: where goofy dudes can score points on their lame ass attempts to pick up chicks. If young guys are watching this and using it as a learning manual: Don't!!!. Save yourself the effort and hire a prostitute if all you are after is a piece of ass. Maybe there are girls out there with the same mind set;but some how I don't think so.",negative
"Chances are if I watched this again I might get physically sick, the film is so annoying.....unless you believe in psychics, re-incarnation and the other hocus- pocus which this promotes big-time. The ""re-cycling of souls,"" they call it here. Puh-leeze.<br /><br />This story has been done several times before with such films as ""Heaven Can Wait."" It's also been done a lot better. Too bad they had to waste the talents of Robert Downey Jr., Cybill Shepherd, Ryan O'Neal and Mary Stuart Masterson.<br /><br />At least it's a pretty tame film, language-wise. That's about the only redeeming quality of this movie.",negative
"In this film I prefer Deacon Frost. He's so sexy! I love his glacial eyes! I like Stephen Dorff and the vampires, so I went to see it. I hope to see a gothic film with him. ""Blade"" it was very ""about the future"". If vampires had been real, I would be turned by Frost!",positive
"Kind of hard to believe that the movie from this book could succeed in topping its awfulness! The plot is so contrived and unbelievable. . . starting with laying a ton of guilt on a small child to spare her pain! Then we have the collusive behavior of at least six and maybe more people(including clergy) involved in what is a crime everywhere. Next we have a wife who seemingly in the length of a ferry ride goes from being comparatively happy to very shortly kicking over the traces. A very unpleasant and coo coo mother, aided, abetted and supported by a politically correct group of friends! Moving the setting from an island off the coast of South Carolina, did not help the story although it may have helped the film makers budget. The very beautiful buildings supposedly housing the monastery did not seem to logically suit an island small enough to need golf carts and such a small ferry service. Kim Basinger whom I do really like is painfully thin in this movie and her hairdo certainly belongs in another decade. Also there is simply no chemistry at all between her and either of the male leads. I thoroughly disliked the book from which this was taken but did read it all. The movie I kept surfing back and forth to, had to leave whenever that saccharine music got too much. Unless you like an unbelievable story, wooden acting, a contorted mixture of religious/mythological/allegory my advice is to skip this one. Oh and maybe a small carping criticism, but wouldn't a caring father have a life jacket on a small child on a small boat? The best part of this movie is the scenery",negative
"While this outing certainly doesn't live up to its predecessor, it does have more than its share of memorable moments. My personal favorite, just after laying waste to a city block with his ""Videodisc Cannon,"" we see a close up of Nimoy's face. As a single tear sheds from his left eye, we know at that point that Nimoy is more than just a killing machine. The viewer can't help but be pulled into his emotional turmoil and we understand that his previously flat affect was only a facade. Absolute brilliance!!! The sex scenes display a nice balance, carnal, but not pornographic. Afterwards, I felt I had a pretty good understanding of how to work the Magnavision Videodisc Player. Too bad they haven't produced them in over 25 years.",negative
"""The Long Kiss Goodnight"" is an enjoyable and very cool action thriller, and a career breakthrough for Geena Davis. The plot is very familiar to that of The Bourne Identity but so what. The fight scenes are a real treat for the eyes and the plotline is strong enough to keep you engaged for the 2 hours.<br /><br />It's directed with a slick sense of style and avoids most action cliches. Geena Davis is great as an action chick and gets past her usual ""good wife"" role. Samuel L. Jackson is good as usual as the supporting player. The film's baddie is overly cheesy though and you can tell what's going to happen to him. <br /><br />It breaks away from the usual run-of-the-mill actioners such as Commando and On Deadly Ground and is definetly one of the best actioners in years. Good fun and good popcorn entertainment. 7.4/10.",positive
"This film is a powerful commentary on family life in North America today. The story is so well constructed, it almost feels like its happening across the street, right now! If you are connected with your family and community in any way, this film will grab you and transport you to the Travis' home and not allow you to leave until the credits are done.<br /><br />Our imaginary heroes, through a myriad of innocent circumstances, often unwittingly, lead us down a path of sorrow, confusion and isolation. The Travis family, after a terrible tragedy, invite each of us; father, mother, brother and sister, into their respective lives to share their experience in a dynamic set of circumstances that just doesn't quit. We see all of the above and eventually the joy, in powerful performances by the major players and the rest of the cast, making this film a movie-goers absolute treasure.<br /><br />In a film so well done as this, it is usually difficult to to find something special, but Sigourney Weaver's portrayal of Sandy Travis was outstanding. I would be surprised if others didn't recognize it as such.<br /><br />Clearly a 10. Well done!",positive
"Once in a great while I will watch a movie that completely surprises me. One that comes out of nowhere to be a bit of rousing entertainment. One that is pure fun from beginning to end. Well folks, When A Stranger Calls is NOT that movie. It is an unbelievable stupid and far fetched remake of the much better 1979 horror camp classic. Our lead heroine Jill is forced to babysit after going over her cell phone minutes and is harassed by telephone calls from a mysterious caller. Every cliché in the world is used here from the stupid cat-jumping-out-of-a-hidden-spot to the car that won't start to the killer can be anywhere at anytime. This movie is bad...not even bad in a ""so bad it's good way"" more in a ""so bad it's boring way."" Skip this godawful film and save your movie for something else. You'll thank me later, trust me on this. Grade: D-",negative
"Literally every aspect of this science-fiction low-budget flick falls under the categories that have been classified for its predecessors, contemporaries, and those to follow. Bad special effects, a weak storyline, ridiculous amounts of blood and gore, annoying and pointless characters, all that you can expect. ""Attack of the Sabretooth"" is about a new vacation resort where the proprietors are genetically engineering Smilodon cats for an attraction. The cats escape and begin to kill people, the guy running the show wants to save them and not warn the unsuspecting visitors about them, and there is a band of visitors and some employees who rebel and plan to kill the cats.<br /><br />Special effects-wise, the film is about an average achievement given its budget. The sabretooths are portrayed through poor CGI. Amazingly, though, the cats look more realistic in an up-close, detailed shot rather than the longer, more distant shots where the CGI is better concealed. Their attacks are recklessly bloody and distasteful. Just as you'd expect, they attack, rip off some arms and legs, and leave very little behind. This is part of the reason why the film descends into poor schlock.<br /><br />The plot and characters are just as horrendous. We have some college kids who come to the island and they plan a scavenger hunt. And take it very, VERY seriously. Even so much as to trespass on private property, tamper with security systems, and steal. Why are they taking a simple game so seriously? Did I miss something? Was there money involved? Or were they sent to do it? I don't know, I could barely follow the film. But it seemed to me like they were just doing it for the fun of doing it. Even so, they went too far for normal.<br /><br />""Attack of the Sabretooth"" is a very poor film. Even for a low-budget sci-fi flick, it is a very poor and cheap example. It will bore most viewers to tears, might be attractive for some, and will make you chuckle and laugh all the way through. And keep in mind, this is not a comedy, this is a cheap horror flick, so it's not suppose to be comical.",negative
"Stargate SG-1 follows and expands upon the Egyptian mythologies presented in Stargate. In the Stargate universe, humans were enslaved and transported to habitable planets by the Goa'uld such as Ra and Apophis. For millennia, the Goa'uld harvested humanity, heavily influencing and spreading human cultures. As a result, Earth cultures such as those of the Aztecs, Mayans, Britons, the Norse, Mongols, Greeks, and Romans are found throughout the known habitable planets of the galaxy. Many well-known mythical locations such as Avalon, Camelot, and Atlantis are found, or have at one time existed.<br /><br />Presently, the Earth stargate (found at a dig site near Giza in 1928) is housed in a top-secret U.S. military base known as the SGC (Stargate Command) underneath Cheyenne Mountain. Col. Jack O'Neill (Anderson), Dr. Daniel Jackson (Shanks), Capt. Samantha Carter (Tapping) and Teal'c (Judge) compose the original SG-1 team (a few characters join and/or leave the team in later seasons). Along with 24 other SG teams, they venture to distant planets exploring the galaxy and searching for defenses from the Goa'uld, in the forms of technology and alliances with friendly advanced races.<br /><br />The parasitic Goa'uld use advanced technology to cast themselves as Egyptian Gods and are bent on galactic conquest and eternal worship. Throughout the first eight seasons, the Goa'uld are the primary antagonists. They are a race of highly intelligent, ruthless snake-like alien parasites capable of invading and controlling the bodies of other species, including humans. The original arch-enemy from this race was the System Lord Apophis (Peter Williams). Other System Lords, such as Baal and Anubis, play pivotal roles in the later seasons. In the ninth season a new villain emerges, the Ori. The Ori are advanced beings with unfathomable technology from another galaxy, also bent on galactic conquest and eternal worship. The introduction of the Ori accompanies a departure from the primary focus on Egyptian mythology into an exploration of the Arthurian mythology surrounding the Ori, their followers, and their enemiesthe Ancients.",positive
"Most book adaptations are bad but this film left out key parts of the storyline and changed the description and some characters. They rewired the storyline and combined scenes and changed the order. They added ridiculous things into it that never happened in the book and would never happen.<br /><br />If i hadn't read the book beforehand it would have been an incredibly dull film, it didn't make you care about the characters, like them or dislike them. It turns the characters into jokes.<br /><br />Awful.<br /><br />Ridiculous.<br /><br />Waste of two hours of my life.",negative
"First off; I'm a dedicated fan of Modesty's, and have been reading the comics since I was a child, and I have found the earlier movies about our heroine unsatisfying, but where they fail, this one ROCKS! <br /><br />Well then, here we go: Ms Blaise is working for a casino, a gang of robbers comes along and she starts gambling for her friends lives. If the robber wins one round, she'll have to tell him about herself. If she wins two times in a row, one of the staff members goes free. (Sounds stupid, yeah, well, I'm not that good at explaining either..) ;)<br /><br />She tells him about growing up in a war zone, without parents or friends, about her helping an old man in the refugee camp and how they escape, living by nature's own rules. They hunt for food, and he teaches her to read and fight. As they approach civilization they get caught up in a war, and as they are taken for rebellions, they are being shot at and the old man dies, which leaves her to meet the city by herself.<br /><br />Then she meets the man who's casino she's now working for, and there the story ends. <br /><br />What is to follow is that there's an awesome fight and the line's are totally cool. Alexandra Staden is a TERRIFIC Modesty Blaise! Just as modest and strong, graceful and intellectual as the comic-one.<br /><br />Feels awkward though, too hear Modesty speak with a slightly broken accent, but that's not relevant since the comic book- blaise can't speak out loud, but certainly must have a somewhat existing accent. (Not to mention that it's weird everybody's speaking English in the Balkan..)<br /><br />The acting is really good, even the child who personifies the young Blaise must have a applaud! <br /><br />My favorite part must be where she rips up her dress to kick the stupid robber's ass! Totally awesome! :D I can't wait until the real adventure begins in the next movie/s!<br /><br />Watch it, you won't be disappointed!",positive
"'The Luzhin Defence' is a good film with fine central performances, but too much of the novel and not enough of the filmmaker's craft shines through. It felt through most of the film that the characters just helped to push the narrative along. Marlene Gorris could perhaps have examined the psyche of Luzhin, rather than depicting him as a tortured innocent victim torn apart by the cruel motives of others.<br /><br />Adapting literature for the screen is clearly a difficult task, especially a novel written in the early 20th century. This film does not go deeply enough into the relationship between Luzhin and Natalia. Natalia's rift with her mother comes across a churlish disagreement by the mother rather than a dramatic flashpoint in the film. I felt that I was put through Luzhin's torment and eventual tragic end, without being given the pleasure of having his unusual and complex personality unravelled. However, this was a moving and enjoyable film but certainly not a great one.",positive
"My family watches this movie over and over. Even our 3 year old loves it. I like the ""goodness"" in the movie. Giving the stranger a chance...showing goodwill to one obviously in need of some unconditional acceptance. The movie gives a feeling of goodwill and victory. One other aspect of the movie that makes it so appealing is the personalities of Velvet's siblings. The bird lover. The bug lover. The boy lover! Very cute and happy movie. There is one thing, however that is irritating about it. That is how Mrs. Brown often makes Mr. Brown look foolish or unwise. She, at times,comes off as a know it all, and he as a dimwit, which he is not. Too bad to put that into such a nice story. Nevertheless, we will continue to enjoy this wonderful, old movie!",positive
"Victor Nunez imbues this unsentimental tale of a young woman's emotional journey with a sense of poetry seldom seen in cinema. By poetry I mean the sense in which the literary and the cinematic come into play. There is something very literary about the film, almost as if a novel has been adapted page by page to screen. In this sense, the film achieves depths many cannot; but it is also rather slow at other times, undercutting the depths it once achieved in favor of ennui. The film's star Ashley Judd has not yet made a better film than her debut here. She fits the role of lead Ruby like a glove, almost as if she didn't have to act. She has true movie star presence in the film, and hasn't really managed to convey the same allure in her later films, although she was impressive in Normal Life.",positive
"The film starts well enough. It is a truly terrifying scene as a couple of fugitives on the run from the law tear apart an innocent family living in a secluded country cottage by killing the mother and father. The young daughter only manages to escape with the aid of a mysterious spectre, who kills the two aggressors while she covers in a downstairs cupboard. Then, we catch up with her 15 years later as a drug-addled student researching the supernatural, living with her promiscuous aunt and being looked after by a mysterious redhead. She has no real friends, was almost raped at a party and keeps having bizarre visions which no-one else can see. So yep, life is grand. Things get a lot more pleasant when she has a falling out with her mum's sister, who is later found dead in a bathtub under suspicious circumstances with 11 etched into her forehead. Hmm, I wonder who the police's main suspect will be? This is quickly followed by more deaths, all linked by their relation to our heroine having been on bad terms with them before their passing. Could she be the culprit, or perhaps the explanation could be something of a more ethereal nature? Clue: If you think the former, you've picked up the wrong movie from Blockbuster. Go back and get the correct one, short-sighted gimp.<br /><br />As I said, I was all ready to fast-forward to the good parts, safe in the knowledge that I wasn't missing out on anything but a mediocre suspense potboiler. But the first ten minutes grabbed me, and I decided to give it a chance. I was quite pleasantly surprised: it certainly wasn't a masterpiece but the acting was good enough and the script kept throwing up intriguing situations of which I looked forward to finding the solution to. Alas, 45 minutes in, I realised my attention start to wander during a long sequence where the main character is walking round a library, doing nothing. We then get a cheap scare, followed by quarter of an hour of goddledegook about the paranormal between her and her new hunk of a boyfriend. Things only got worse from there, as the promising beginning is thrown out the window as we get one unconvincing plot twist after another, followed by an ending so anti-climatic it's like being promised the moon and ending up with a teeny weeny meteorite instead. Pathetic.<br /><br />If it was bad all the way through, it would have been far easier to swallow. The fact that it starts at a canter and barely ends with a whimper is not just disappointing, it is heartbreaking. How can something which began so promisingly end up being so formulaic? I don't know, and I don't particularly care. I'll just give the writer and director a bit of advice for next time: Don't spend 5 weeks writing the first part of your screenplay, then 5 minutes finishing the rest. You tend to notice these things in the final product when you treat your project as sloppily as you have here... 3/10",negative
let me get started with a terrible storyline and an awful control system. good animation but not too good graphics. that is why I'm giving this game 4 of 10. THIS GAME REALLY NEEDS AN Improvement IF YOU ASK ME!!! i would remake it and make this control system better so jaws is not so damn hard to control. if i made it to improve it i would make those graphics look better than on the movie. it will drive anyone crazy when you are getting killed so freaking easy. i played this and got killed by a diver when he had one of those flick knives in 2 hits. the dolphins will kill you so much that the shark will be begging to go to the bottom of hell. this game sucks some fat ass. sorry about all the cussing i think I'm done now. it just that this game sucks so bad that it should be taken off the store's shelf. i dare you to play the garbage and you will probably get so mad by dieing so easy so Don't PLAY IT!!!!!!!!!!!!!!!!,negative
"I bought the DVD out of a big bin for $4.99, thinking I'd lucked into some documentary pearl that would actually show extensive footage of the Karakoram mountains, and K2 in particular. Fast-forwarding through the film, I reached the climactic scene in which the climbers catch their first sight of ---- Mount Waddington, towering to all of 13,260 ft, in Canada's Coastal Range. At least one of the several bozos geared up to climb K2 clearly has no idea what the real mountain actually looks like -- he has to be assured by his friend and climbing partner that he wouldn't have been brought by said partner to an ugly mountain. Given that one of the film's premises is that 27 or so people have lost their lives on K2, you might think that the jerk in question might have taken a minute or two to bone up on a few basic facts, but the clown seems to think that preparations on this scale, while good enough for the likes of Reinhold Messner, are beneath him. To be honest, I haven't watched the whole thing. What I've seen makes me cringe. They say that you get what you pay for. At $4.99, I've been ripped off.",negative
"The One and only was a great film. I had just finished viewing it on EncoreW on DirecTV. I am an independent professional wrestler, and I thought this was a good portray of what life is like as a professional wrestler. Now this film was made 4 years before I was born, but I don't think the rigors of professional wrestling traveling has changed all that much. Sad, funny, and all around GREAT!!! **** 10+",positive
i just saw Dick Tracy and I thought it was terrible. The paintings in the background of the cities looked awful. Also the mob characters looked too weird. Warren Beatty didn't do an awful job as Dick Tracy but it was definetely not one of his better performances. Madonna should just stick to singing. Glenne Headly did a good job in this movie. I gave this movie a 2/10 just because of the amazing acting by Al Pacino. It wasn't a high note in his career but he still did a good job.,negative
"Oscar Wilde's comedy of manners, perhaps the wittiest play ever written, is all but wrecked at the hands of a second-rate cast. Sanders is, as one would expect, casually, indolently brilliant in the role of Lord Darlington, but the rest of the cast makes the entire procedure a waste of time. Jean Crain attempts a stage accent in alternate sentences and the other members of the cast seem to believe this is a melodrama and not a comedy; indeed, the entire production has bookends that reduce it to tragedy -- doubtless the Hays office insisted. Preminger's direction seems to lie mostly in making sure that there are plenty of servants about and even the music seems banal. Stick with the visually perfect silent farce as directed by Lubitsch or even the 2004 screen version with Helen Hunt as Mrs. Erlynne; or try reading the play for the pleasure of the words. But skip this version.",negative
"go get your camcorder, your little brother, and the disturbing neighbor next door who throws boiling water on raccoons; and you got yourself a film! well, that's what these guys thought anyway. it was so bad i can't even remember the majority of it except for flashbacks comparable to someone who toured in 'Nam. despite the really corny title, the horrible quality, the terrible actors, and the cliché writing, i think this movie isn't the worst i've ever seen. i'm saving that slot for everything with steven seagal, chuck norris and jean-claude van dam. anyhow, if you are out of options when it comes to finding new ""horror"" films that you haven't seen 1,000 times already, (as i was) and you are debating this one, i would still skip this. it had absolutely no redeeming qualities. this mock serial killer thriller was a weak, puny attempt at an even B film. if they're really lucky it might make the wal-mart $4.50 bin. but, i highly doubt it.",negative
"The volleyball genre is strangely overlooked by most screenwriters. Thankfully, highly acclaimed director Nelson McCormick has brought us the second best volleyball movie of all time (rated lower than Side Out and higher than, well, umm). However, don't let the cover of this movie decieve you. Kill Shot stars up and coming star Koji as a modern day Sherlock Holmes. Using such high-tech gadgets as a computer that is less powerful than my Gameboy, Koji is able to aid FBI agents in the tracking of a man who has not committed any obvious crime. While there are other actors in the movie, including brief cameos by Denise Richards, a gay negro, and a preposterously ugly and annoying girl, Koji carries this movie on his own. Any fan of movies such as The Matrix or Hackers will definitely love Kill Shot.",negative
"What an incredible story and what a beautiful film! Hat's off to Ben Daniels, Lavinia Currier and the great Honore de Balzac. This captivating film conveys the passion experienced by the characters so effortlessly and yet so powerfully. I watched it mesmerized, almost holding my breath as the story developed towards its inexorable end. This film's execution was almost flawless: simple and pure, it plays with our hearts, guiding us in understanding the strange platonic, absolute thus possessive bond between two creatures not meant to be part of each other's world. Both are capable of affection, yet ironically, it's the more ""evolved"" one who becomes dependent and possessive, unable to accept the other's freedom. It's one of the most fascinating and intriguing look at the many forms of love, and an incredible study on how oppressive and destructive human love can be sometimes. <br /><br />Only a rudimentary mind would associate this story with any kind of bestiality.",positive
"Jane Austen's Emma is an extremely enjoyable story at the worst of times and this production of the story is the best I have ever seen. Kake Beckinsale's Emma is irreproachable. Gwyneth Paltrow, (with the help of a good screenplay and excellent cinematography) is able to bring out the comedy effectively, she fails to make Emma likeable. Paltrow is not aided by the fact that her hairstyles are simply 'wrong' for the part (and I believe the era) and she looks positively ill in the empire line dresses. Kate Beckinsale, on the other hand, manages the comedy effortlessly and is still able to show what Mr Knightly (the most romantic of Jane Austen's heroes) actually sees in her. Mark Strong is a splendid Mr Knightly with the right mix of handsome looks, an appropriate age, chivalry, compassion and gentlemanly behaviour. Emma and Mr Knightly are supported by a cast of good actors and the production as a whole is quite delightful.",positive
"A youth gets a bad hair day, goes out on a hill, and falls into where he can't escape. Then, he meets MR. ATLAS, a ""mythological"" dude from 2,000 years ago as his very best friend, and an Arnold Schwarzenegger look-and-sound-alike. His Herculean strength helps the boy out of danger, and later adjusts to modern life. So what's the big deal? This is the lousiest idea for a ""family"" outing! Either way, this one shouldn't have been attempted at all, really! Our fictional character of might and brawn is nothing more than a typical stranger who appears ordinary to the rest of the universe. To add to the blasphemy is the lack of anything new or appealing, and before you know it, there is some attempted violence that doesn't qualify this as ""family"" entertainment. The scene where Atlas complains of his undershorts is gaggling, though. Just spend a nice, quiet afternoon in the park for a change.",negative
"The quality of this movie is simply unmatched by any baseball title of its time. Pam Dixon branches out in the film industry to recruit blue-chip prospects and make this work of art a must-see. Academy Award winners Brenda Fricker (Home Alone: Lost in New York, A Time to Kill), Ben Johnson (The Last Picture Show, Red Dawn), and Adrien Brody (The Pianist, The Village) amplify the atmosphere of the movie, drawing in an anxious audience. However, the dramatic performances are neutralized by quirky radio broadcaster Jay O. Sanders (JFK, The Day After Tomorrow).<br /><br />The story is centralized around a foster child, up-and-coming actor Joseph Gordon-Levitt (Brick, The Lookout). Sidekick Milton Davis Jr. delivers a tear-jerking performance as the longtime friend who never knew his parents. The two don't have much, but what they do have: Angels' baseball, and what they are seeking: identity. That's when 4-time Emmy Nominee Danny Glover (Lethal Weapon, Predator 2) comes in to save the day as frustrated Angels Manager, George Knox. In relation, all characters in the story seem to have the same mission: search within themselves to find out who they really are.<br /><br />Depressed over the fact that Roger (JGL) is separated from his father, he wishes to God for reunification if the Angels can take the pennant. Odds are astronomical, but 3-time Emmy winner Christopher Lloyd (Back to the Future, My Favorite Martian) comes in as the omniscient overseer to work a little magic (pun). Before you know it, Al (Lloyd) is sitting with Roger in the stands, snacking on cracker jacks, and causing some of baseball's biggest boners! Dorothy Kingsley and George Wells' (DK Oscar Nominee GW Oscar Winner) 1951 screenplay is done justice under the finger of mastermind William Dear (nominated in Directors Guild of America). He includes a touching side story centered around pitcher Mel Clark, played by Tony Danza (4-time Golden Globe nominee, Emmy nominee), who in relation to all other cast members is just trying to find his place in a confused Anaheim. Clark has been dubbed a wash-up, a once big-name in Cinci, but he has something to prove to Manager Knox.<br /><br />Spoiling this nail-biting plot would simply be the equivalent to committing adultery in the 18th century. This one is a diamond in the rough, and it will keep you on the edge of the seat until all come to peace. Did I mention a cameo by Matthew McConaughey (A Time to Kill, We Are Marshall) for all you ladies out there?",positive
"This stinker is in mystifyingly frequent rotation on one channel here, and I've found myself watching in horror again and again. The script is like something one would come up with friends over several too many drinks, and the production values match admirably.<br /><br />It's meant to be a children's movie, but features a grotesque (and poorly explained) kidnapping scene; the star dog has a lack of star quality equaled only by the other actors; and it in general has the look of being filmed in someone's backyard (the climactic soccer game features no more than three dozen extras sadly cheering in the background).<br /><br />It even all wraps up with a budget-ran-out voice-over sequence when the story, to one's relief, simply stops. The high-raters here must be either the producers - or the majority of the extras from the soccer game!",negative
"I watched this series out of curiosity,wanting to see if they could possibly and with ALL this modern technology,out do Cecil B. DeMille's classic epic of 1956, starring Charleton Heston,Yul Brenner and Sir Cedric Hardwicke. Of course, I was let down. Yes, they had all the Biblical characters correct, but they didn't give us any of the spectacular theatrical scenes, that held your interest throughout the first movie. If you going to have a mini-series, you have to have some ""rivoting"" scenes, the ""Burning bush"", Parting the ""RED Sea"",drowning ""Pharohs Armies"", ""building Sethi's Pyramids"", could have been done with todays' technology on the scale of blockbuster movies such as ""Lord of the Rings"" or the Matrix. Obviously, they didn't want to leave a LASTING impression of ""faith and sacrifice"", which is much needed in these trouble times.",negative
"Like a lot of people, I loved the original; ""American Graffiti"" was one of the great movies of the 70s. The sequel, ""More American Graffiti"" is a horrible, depressing mess of a movie. It wasn't funny, the wide-eyed, likable characters had become cynical and jaded, and the stories were contrived (such as ""Laurie's"" character having another brother because Richard Dreyfuss didn't do the sequel and ""Terry the Toad"" and ""Pharaoh Joe"" somehow managing to serve together in Vietnam). They even have a police officer by the name of ""Falfa"" (Harrison Ford's character in the original) who makes a ""cameo"". He doesn't even look like Harrison Ford, who was way too big a star by 1979 to even bother with this garbage.<br /><br />The operative word here is ""funny"". This movie isn't even amusing. Debbie (Candy Clark) is a stripper mixed in with a bunch of dope spoking hippies and trying to bail her dealer boyfriend out of jail; Steve and Laurie (Ron Howard and Cindy Williams), the lovebirds in the original, have two kids and have become an annoying, bickering couple; Adorable little tomboy Carol (MacKenzie Phillips) has become ""Rainbow"", yet another hippie child. John Milner (Paul LeMat) is a loser race car driver whose fortune was foretold at the end of the original. Even Wolfman Jack, whose voice was such an integral part of the original, and gave it such a great flow, only is heard sporadically.<br /><br />Perhaps it was different writers, a different director and the complete lack of a cohesive story line that makes this movie such a dismal failure.<br /><br />The episodic charm and authentic nostalgia of the original is nowhere to be found in the sequel. It was a movie that didn't need to be made and its best just to remember what a great movie ""American Graffiti"" was and avoid the movie with ""More"" in the title.",negative
"I had just finished reading the book, and was really looking forward to seeing this TV adaptation which was broadcast on the Hallmark Channel on Monday night (5/30/05). The key to the whole book was the manifesto which was stolen by the man with steel teeth, but I watched for an hour (out of 3 1/2) and I saw the man with the steel teeth but I never saw him steal a manifesto. I saw someone steal some virus but what did that have to do with the book? It's too bad because this film had great production values and a good cast, but isn't the idea of turning a book into a movie (TV or film) to get the people who read the book to be part of the audience. They only kept me for an hour. I thought the premise of the book was great and what did they do but throw out the whole premise. This book had a great McGuffin (to paraphrase Hitchcock) but they ignored it. And it said in the titles that Forsyth was involved in the production. They sure must have paid him a LOT of money.",negative
"Who ever put that review as 'of bad taste' is not all quite there... its so funny, genius and fantastic you could watch it until your eyes are square! not to mention the rest of the work he has done on the rest of the series...all is as good as Morris' standards. if you think that it is 'awful', 'distasteful' or 'sick' then i can only think of one thing to say to you: ""go to hell."" thanks. it had to be said! i think that the way that so many people complaining was a complete joke...i would like to make a shout out to all the people that actually did that: ""haven't you got anything better to do with your time? what are you trying to prove?"" thanks for reading my heart-filled review on the matter...cheers",positive
"Ashanti is a very 70s sort of film (1979, to be precise). It reminded me of The Wild Geese in a way (Richard Burton, Richard Harris and Roger Moore on a mission in Africa). It's a very good film too, and I enjoyed it a lot.<br /><br />David (Michael Caine) is a doctor working in Africa and is married to a beautiful Ashanti woman called Anansa (Beverley Johnson) who has trained in medicine in America and is also a doctor. While they're doctoring, one day she is snatched by slavers working for an Arabic slave trader called Suleiman (played perfectly by Peter Ustinov, of all people). The rest of the film is David trying to get her back.<br /><br />Michael Caine is a brilliant actor, of course, and plays a character who is very determined and prepared to do anything to get his wife back, but rather hopeless with a gun and action stuff. He's helped out first by a Englishman campaigning against the slave trade that no one acknowledges is going on (Rex Harrison!), then briefly by a helicopter pilot (William Holden), and then by an Arab called Malik (Kabir Bedi). Malik has a score to settle with Suleiman (he is very intense throughout, a very engaging character), and so rides off with David to find him and get Anansa back - this involves a wonderful scene in which David fails miserably to get on his camel.<br /><br />Then there's lots of adventure. There's also lots of morality-questioning. The progress of the story is a little predictable from this point, and there are a few liberties taken with plotting to move things along faster, but it's all pretty forgivable. The question is, will David get to Anansa before Peter Ustinov sells her on to Omar Sharif (yes, of course Omar Sharif is in it!)?",positive
"El Padrino :The Latin Godfather - while this seems to be a straight to DVD/video type movie- my fullframe copy obviously looked cropped- so maybe this flick had a limited theatrical run.And the title character appears to more of a Gringo than moi( I am half Honduran). Pretty typical rise and fall of a drugdealer movie with the A-list of B-list actors- Robert Wagner(drug lawyer),Kathleen Quinlan(crusading judge),Tiny Lister(mob enforcer),Gary Busey(child rapist),Brad Dourif(white power jailbird),Stacey Keach(bereaved Governor),Joann Pacula(bereaved Milf), Faye Dunaway(crusading lawyer) and Galo Make Canote as an uncredited party guest.This movie is pretty lame- I only watched it to kill time before the Skins game- the only thing that saved it was Jennifer Tilly as a crazed Latina drug dealing assassin - she was over the top and sexy-skanky that it was fun to watch her scenes.Not worth renting or seeking out. D+",negative
"An intelligent summation of Cold War era mutually assured destruction policy, up until the conclusion: it's a gasser! All Russians and Chinese are obliterated from the face of the Earth! Saw this one at the 27th Annual CWRU Science Fiction Marathon, January 2002.",negative
